meal_description,carb,protein,fat,energy
region pt 100g Tripa de porco fresca,0.0,7.6,16.6,180
region pt 100g Tripa de vaca crua,0.1,16.3,10.5,160
region pt 100g Truta arco-iris crua,0.0,17.8,2.3,92
region pt 100g Truta arco-iris grelhada,0.0,21.3,3.7,119
region pt 100g Tubera  crua,14.5,3.3,0.3,77
region pt 100g Uva ,18.0,0.3,0.5,80
region pt 100g Uva branca ,17.3,0.3,0.5,78
region pt 100g Uva seca ,67.0,1.8,0.7,294
region pt 100g Uva tinta ,18.6,0.3,0.5,83
region pt 100g Vaca assada,0.0,24.2,20.4,280
region pt 100g Vaca assada com azeite e margarina,0.0,24.2,20.4,280
region pt 100g Vaca assada com margarina,0.0,24.2,19.6,273
region pt 100g Vaca assada com oleo alimentar e margarina,0.0,24.2,20.4,280
region pt 100g Vaca assada sem molho,0.0,26.9,9.4,192
region pt 100g Vaca magra cozida,0.0,33.7,13.8,259
region pt 100g Vaca magra estufada,1.2,21.8,14.2,226
region pt 100g Vaca magra estufada a jardineira,11.4,5.5,4.4,111
region pt 100g Vaca magra estufada com azeite e margarina,1.2,21.8,14.2,226
region pt 100g Vaca magra estufada com margarina,1.2,21.8,13.6,220
region pt 100g Vaca magra estufada com oleo alimentar e margarina,1.2,21.8,14.2,226
region pt 100g Vaca magra estufada sem molho,0.0,31.5,12.0,234
region pt 100g Vaca meio gorda estufada,1.2,21.4,20.2,278
region pt 100g Vaca meio gorda estufada com azeite e margarina,1.2,21.4,20.2,278
region pt 100g Vaca meio gorda estufada com margarina,1.2,21.4,19.6,273
region pt 100g Vaca meio gorda estufada com oleo alimentar e margarina,1.2,21.4,20.2,278
region pt 100g Vaca meio gorda estufada sem molho,0.0,31.8,17.0,280
region pt 100g Vaca para assar crua,0.0,19.4,10.7,174
region pt 100g Vaca para cozer ou estufar magra crua,0.0,21.7,9.8,175
region pt 100g Vaca para cozer ou estufar meio gorda crua,0.0,21.3,15.8,227
region pt 100g Veado cru,0.0,20.6,3.3,112
region pt 100g Vieira crua,0.0,18.5,1.0,83
region pt 100g Vinagre,0.6,0.3,0.0,22
region pt 100g Vinho espumante doce,12.0,0.1,0.0,110
region pt 100g Vinho espumante extra bruto,0.1,0.1,0.0,69
region pt 100g Vinho espumante meio Seco,4.2,0.1,0.0,80
region pt 100g Vinho espumante seco,2.6,0.1,0.0,74
region pt 100g Vinho generoso da Madeira,9.0,0.2,0.0,156
region pt 100g Vinho generoso do Porto doce,14.0,0.1,0.0,165
region pt 100g Vinho generoso do Porto meio seco,6.5,0.1,0.0,138
region pt 100g Vinho generoso do Porto seco,4.0,0.1,0.0,135
region pt 100g Vinho maduro branco,1.2,0.1,0.0,72
region pt 100g Vinho maduro palhete,0.1,0.1,0.0,65
region pt 100g Vinho maduro tinto,0.2,0.1,0.0,66
region pt 100g Vinho rose,2.4,0.2,0.0,72
region pt 100g Vinho verde branco,0.1,0.0,0.0,59
region pt 100g Vinho verde tinto,0.3,0.0,0.0,57
region pt 100g Wasabi raiz crua,15.8,4.8,0.6,100
